,Description,Score,sentiment
1302,"Plawres is a wrestling game that the players make their robots; which are about 30 cm tall; fight in the ring. The main character; Sugata Sanshiro; is a plawres player. Using his plawrestler; Juohmaru; he beats strong rivals.

 ",7.58,0.0
1301,"Equally charming and stern; Heine Wittgenstein is a brilliant man who commands respect; despite his short; childlike stature. Thus; the king of Grannzreich has called upon Heine to undertake a daunting task that has driven away many before him—become the new royal tutor to four princes who are in line for the throne.

The four heirs each have very distinct and troublesome personalities: Licht; the flirtatious youngest prince; his immature older brother Leonhard; Bruno the studious third prince; and Kai; the oldest of the four and the most reserved. Hilarity ensues as Heine attempts to connect with each of the princes in order to groom them for the throne. However; Heine's mysterious past and dark undercurrents in the present may threaten the harmony within the kingdom.

 ",7.58,0.0
1300,"Bundled with the PSP pirate romance role-playing game One Piece Romance Dawn: Bouken no Yoake (ワンピース ロマンスドーン 冒険の夜明け).

Note: This game is not based on ""Romance Dawn;"" Oda Eiichirou's prototype manga for what would eventually become One Piece. Instead; the title reflects the fact that the game covers the ""Romance Dawn"" arc of the manga; at the ""dawn"" of pirate Luffy's adventures in the East Blue.

 ",7.58,0.0
1299,A magician; a female doctor; a gangster; an archaeology professor; a policewoman; a drug dealer; a businessman... Such a random group of people find themselves trapped on a desolate island when they wake up from sleep one day. They are surrounded by primitive tribes; mutant viruses; and countless life and death situations on this mysterious island. What will they do to survive and escape?,7.58,0.0
1303,A parody series featuring the entire cast of The Melancholy of Haruhi Suzumiya in a smaller form factor.  Among the changes are: Yuki plays eroge; Haruhi is even more obnoxiuous and loud; Mikuru is even more emotional and Koizumi harbors a deep love for Kyon.  Kyon; on the other hand; is generally the same as ever.,7.58,0.0
1263,Due to the recent events that happened on the last episodes of the season; the Goddess have some stability problems with their body systems. The always adult looking Urd becomes a little girl and has a fateful encounter with a boy; whereas little Skuld becomes an adult and wants to experiment adulthood together with Keiichi.,7.59,0.0
1264,Episode 13 of Acchi Kocchi that was included in Vol.6. ,7.59,0.0
1265,Meg; faithful and gentle; Jo; independent and energetic; Beth; quiet and shy; Amy; amiable and precocious–the four sisters live vigorously and happily at home with their gentle mother while waiting for their father to return from the Civil War. Helping each other; they challenge their fates and grow up to become wonderful women.,7.59,0.0
1271,"Kokoa Hoto is a positive and energetic girl who becomes friends with anyone in just three seconds. After moving in with the Kafuu family in order to attend high school away from home; she immediately befriends the shy and precocious granddaughter of Rabbit House cafe's founder; Chino Kafuu; who is often seen with the talking rabbit; Tippy; on her head.

After beginning to work as a waitress in return for room and board; Kokoa also befriends another part-timer; Rize Tedeza; who has unusual behavior and significant physical capabilities due to her military upbringing; Chiya Ujimatsu; a waitress from a rival cafe who does everything at her own pace; and Sharo Kirima; another waitress at a different cafe who has the air of a noblewoman despite being impoverished.

With fluffy silliness and caffeinated fun; Gochuumon wa Usagi Desu ka? is a heartwarming comedy about five young waitresses and their amusing adventures in the town they call home.

 ",7.59,0.0
1267,"Ryouta Sakamoto is unemployed and lives with his mother; his only real achievement being that he is Japan's top player of the popular online video game; ""Btooom!"" However; his peaceful life is about to change when he finds himself stranded on an island in the middle of nowhere; with a small; green crystal embedded in his left hand and no memory of how he got there. To his shock; someone has decided to recreate the game he is so fond of in real life; with the stakes being life or death.

Armed with a bag full of unique bombs known as ""BIM;"" the players are tasked with killing seven of their fellow participants to obtain their green crystals; used as proof of their victory; in order to return home. Initially condemning any form of violence; Ryouta is forced to fight when he realizes that many of the other players are not as welcoming as they may seem. Teaming up with Himiko; a fellow Btooom! player who turns out to be his in-game wife; they attempt to get off of the island together; slowly coming closer and closer to the truth behind this contest of death.

 ",7.59,0.0
1268,"In the distant future; where cyborgs and humans struggle to survive after the war which destroyed the world; a being in white suit awakens. His name is Casshern and he remembers nothing of his own past. 

In barren and dark dystopian world; where every being alive seems to hate his existence and the evil from his past wants him dead; Casshern; haunted by the flashes of his past memories has to survive and figure out who or what exactly  he is and how he got to where he is now. But he does not know that he might not like the horrible truth of the past; hidden deep inside his mind...

Created as an intended reboot of Casshern franchise.",7.59,0.0
1269,"Fujita Reiji is the owner of an art gallery; Gallery Fake. He deals with fake items; and is also familiar with the black market. However; he has a special talent for art; and used to work for the Metropolitan Museum of Art in New York as a curator.

 ",7.59,0.0
1270,"In the year 2027; a year following the end of the non-nuclear World War IV; a bomb has gone off in Newport City; killing a major arms dealer who may have ties with the mysterious 501 Organization. Public Security official Daisuke Aramaki hires full-body cyber prosthesis user and hacker extraordinaire; Motoko Kusanagi; to investigate.

 ",7.59,0.0
1272,"It all starts when Gokudou steals a pouch from a fortuneteller; thinking that it contains a gem. Instead; it turns out to be a rock; from which emerges Djinn. The genie grants Gokudou the standard three wishes; but our anti-hero doesn't think heavily about his wishes. Gokudou does get his wishes; though not exactly in the fashion that he expected. The best thing he gets out of his wishes is Honou no Maken; a magical sword that enables its owner to do fire attacks and it can be summoned from anywhere in the world.

Even with an enchanted sword; Gokudou doesn't get much respect. He gets turned into a woman by Djinn; who is also a shapeshifter. He is followed by Rubette La Late; a potential love interest who is more interested in adventure; karaoke and outperforming Gokudou. He gets whapped on the head a lot; especially by the fortuneteller who reappears throughout the series just to plague Gokudou it seems. Later in the series; he gets another sidekick; a former evil magician named Prince; who is more handsome and a better womanizer than Gokudou.

 ",7.59,0.0
1266,"OVA bundled with the 14th manga volume.

Story about a joint practice session between Izuku's class and Isami High students at Yuuei Academy; takes place after the field training arc in the second season.",7.59,0.0
1274,"Akito doesn't want to fight. Despite a childhood spent on the anime Gekiganger 3; a Mecha show; he'd rather cook than pilot a Mecha. Fate intervenes when his home on Mars is destroyed; and he is transported instantly to the Earth; mysteriously. He has questions no one can answer fully; but follows a girl from a chance meeting in hopes to discover any. The girl; Yurika; is captain of the private battleship Nadesico; and in order to follow her; he enlists as their cook. Possessing the nanite implants that allow to control mechas; he's a handy backup pilot for the mechas of the Nadesico. He joins a crew bent on avenging Mars that seems to be composed of only misfits; otakus; and ditzes; however; in reality; they are handpicked experts. They take their own private war back to Mars to face the harsh reality that life may not always be like a Giant Mecha series.

 ",7.59,0.0
1273,"Working at an agency owned by your father; seven new idols await. They are all part of an idol unit IDOLiSH7; and each of them have unique personalities. It is your task to manage them. In order to achieve the same goals; as manager and idols together; you gather the seven ununified hearts and aim for the top.

(Source: MAL News)",7.59,0.0
1282,The third and final OVA series concluding the story of Tales of Symphonia: The Animation.,7.59,0.0
1281,"After regaining her squid-like abilities; Ika Musume plans to resume her self-appointed mission to destroy all of humanity. However; her carefree job as a waitress in the Lemon beach house meant she cannot help but laze around during her spare time! On top of that; she is saddled with many problems; such as being pursued by a group of alien-obsessed individuals and catching the interest of a crazy girl. 

Picking up after the conclusion of the first season; Shinryaku!? Ika Musume follows the hilarious life of Ika Musume as she plots her next invasion of the surface world.

 ",7.59,0.0
1280,A new special episode that was distributed to those who purchase all three Blu-ray box sets of Sayonara Zetsubou Sensei series on January 31; 2012. ,7.59,0.0
1283,"""Tsuki ni Naku"" will take the story content from volume 11 of the manga; which features a visit to a onsen by the members of the Hiizumi Life Councelling Office; while the town's police force have to deal with a new youkai-hunter threat.

This OVA is bundled with the limited edition of the manga (14th; 15th; and 16th).",7.59,0.0
1278,"The first two shorts feature the original SEED cast and deal with an attempt by Yzak Joule to reclaim his his honor from Athrun Zala after having been one-upped at seemingly every contest with him since his childhood. The last two shorts feature the Minerva crew sent back in time on comical missions from Gil in an attempt to disrupt key events of the Seed era with disastrous yet hilarious effect.

 ",7.59,0.0
1277,"In the story; the seasons have changed and it will soon be the second spring. Tatsuya and Miyuki have finished their first year at First Magic High School and are on their spring break. The two go to their villa on the Ogasawara Island archipelago. After only a small moment of peace a lone young woman named Kokoa appears before them. She has abandoned the Naval base and she tells Tatsuya her one wish.

 ",7.59,0.0
1276,Music video included with the second single for the Love Live! Sunshine!! anime idol group Aqours.,7.59,0.0
1275,"Katsuhira Agata is a quiet and reserved teenage boy whose sense of pain has all but vanished. His friend; Chidori Takashiro; can only faintly remember the days before Katsuhira had undergone this profound change. Now; his muffled and complacent demeanor make Katsuhira a constant target for bullies; who exploit him for egregious sums of money. But their fists only just manage to make him blink; as even emotions are far from his grasp.

However; one day Katsuhira; Chidori; and four other teenagers are abducted and forced to join the Kizuna System as official ""Kiznaivers."" Those taking part are connected through pain: if one member is injured; the others will feel an equal amount of agony. These individuals must become the lab rats and scapegoats of an incomplete system designed with world peace in mind. With their fates literally intertwined; the Kiznaivers must expose their true selves to each other; or risk failing much more than just the Kizuna System.

 ",7.59,0.0
1279,"A theatrical film version of Madhouse's Aoi Bungaku Series anime. The film will re-edit the four episodes based on Osamu Dazai's No Longer Human (Ningen Shikkaku) novel; which have character designs inspired by manga artist and novel illustrator Takeshi Obata. This ""director's cut"" will include new ""navigation"" footage which is being created specifically for the film with narrator Masato Sakai.",7.59,0.0
1250,The 4th season of Huyao Xiao Hongniang.,7.6,0.0
1244,"Whether it be facing misogynistic remarks from her boss or being pressured by condescending co-workers; stress is just another part of the job for 25-year-old red panda Retsuko. Despite being one of the most diligent workers at her office; her diminutiveness and modesty often lead her to be exploited by her colleagues. However; when her irritation hits the limit; Retsuko brings forth her unique brand of letting off steam: aggressive death metal karaoke bashing the idiocy and hypocrisy of her co-workers' actions and work life. Although this venting only takes place in her mind; it gives her an outlet to counter her frustration in a world where hierarchy and appearances reign supreme.

  ",7.6,0.0
1245,"Disillusioned with the afterlife; a new student causes a scene during a classroom test and expresses his doubts about whether getting good grades can really lead to escaping the school and ascending to Heaven. Afterwards;  he is confronted by the new student council president—a familiar face whose past experiences give him powerful insight into the true nature of the school and first-hand knowledge regarding the futility of rebellion.

 ",7.6,0.0
1246,"Due to various events; Yuuta and Rikka are living together. This secret co-habitation is so exciting for the two lovebirds! Or so it should be...

Is having a chuuni girlfriend too high of a hurdle for Yuuta; who never even went out with a normal girl?! Yuuta worries about how to advance his relationship with Rikka. And then everyone else; Nibutani; Kumin; and Dekomori; have powered up by advancing a grade. Furthermore; the cause of his chuunibyou outburst in middle school; the girl who calls herself Sophia Ring Saturn the 7th; Satone Shichimiya appears...

This is the long-awaited second season of the adolescent romantic comedy revolving around chuunibyou that makes you laugh and cry.

(Source: Animax)",7.6,0.0
1247,"When swords were outlawed in the eleventh year of the Meiji Era; the mighty samurai population began to dwindle. Those who rejected the ban on blades rebelled; causing violent unrest to erupt throughout the countryside. To combat the rise in criminal activity; an inescapable lake prison was constructed. Three young men; born of the Kumoh line; were given the duty of delivering criminals to their place of confinement—but could there be more to their mission than meets the eye?

(Source: FUNimation)",7.6,0.0
1248,Second season of Kiniro Mosaic.,7.6,0.0
1249,In the second series after Raoh has been defeated by Kenshiro a new rival appears. The Gentou Kouken warriors. Falco the successor of the Gentou Kouken takes orders from an evil ruler by the name of Jacko. He claims to be the man chosen by the Tentei and issues orders to his subordinates to capture anyone living in order to build up his Imperial Capital. Kenshiro once again rises out of the shadows and puts an end to his tyrannical ways. Amidst the mayhem Lynn gets captured and gets taken to the land of the Shura where only ruthless fighters exist. Now Kenshiro must pursue the captor and defeat the 3 Rasho of the land in order to escape with his life and with Lynn.,7.6,0.0
1251,"When 15-year-old Kino is feeling weighed down by heavy thoughts; one thing always manages to cheer her up: traveling. Nothing fills her heart with joy like exploring the beautiful; wonderful world around her and the fascinating ways people find to live. However; Kino is not as helpless as her cute appearance and courteous demeanor suggest. Armed with ""Cannon"" and ""Woodsman;"" her trusted handguns; Kino isn’t afraid to kill anyone who would dare to get in her way. Always by her side is her best friend and loyal companion Hermes; a sentient motorcycle; who supports Kino through the sorrows and hardships of their journey. Together; they travel the vast countryside with the shared goal of always moving forward; and a single rule: never stay in one country for more than three days.

As Kino and Hermes encounter new people and learn the rules of their civilizations; they grow and find out more about their own values and virtues. But as Kino slowly discovers the world around her; she also finds herself facing dangers that linger within the vast unknown.

 ",7.6,0.0
1252,An anime special shown prior to the μ's Final Love Live Live concert that took place in the Tokyo Dome on March 31st and April 1st 2016. In the episode; the members of μ's visit the school's new baby alpaca; and muse about their current selves.,7.6,0.0
1254,"In the great city of Metropolis; severe community structures and prejudice dominate a world where humans and robots live together. Unrest and violence increase with each new day.

Searching for the scientist Dr. Laughton; suspected to violate human rights by trading organs; the Japanese detective Shunsaku Ban and his nephew Kenichi arrive at Metropolis. In the scientist's laboratory; Kenichi discovers a girl without any memory of her past life. He decides to help her; so they run away together. His uncle follows him and penetrates the dark secrets of the city to find Duke Red; the man ruling from the shadows. Meanwhile; Kenichi desperately tries to protect the mysterious girl from the people hunting her. However; Duke Red and his adoptive son have their own deep reasons for chasing the girl. These reasons are connected to her true identity and the struggle for the domination of Metropolis...

 ",7.6,0.0
1255,"It is thirty years after the failure of the Space Colonization Program. Humanity is nearly extinct. A perpetual and deadly Rain falls on the Earth. Men known as ""Junkers"" plunder goods and artifacts from the ruins of civilization. One such Junker sneaks alone into the most dangerous of all ruins—a ""Sarcophagus City."" In the center of this dead city; he discovers a pre-War planetarium. And as he enters he is greeted by Hoshino Yumemi; a companion robot. Without a single shred of doubt; she assumes he is the first customer she's had in 30 years. She attempts to show him the stars at once; but the planetarium projector is broken. Unable to make heads or tails of her conversation; he ends up agreeing to try and repair the projector...

(Source: Steam)",7.6,0.0
1256,Precure 10th Anniversary Movie and 3rd Precure All Stars DX. Enemies are from all the Precure works. ,7.6,0.0
1257,"On the outskirts of the country of Helvetia rests the tranquil town of Seize. Upon its cobbled streets; citizens go about their daily lives; undisturbed by the increasingly tense military relations between Helvetia and the neighboring Roman Empire.

It is under these circumstances that the 1121st platoon of the Helvetian army; stationed at the Clocktower Fortress in Seize; receives a new recruit in the young and spirited Kanata Sorami. Having joined the military to fulfill her dream of learning to play the bugle; she excitedly accepts the tutelage of the Sergeant Major; Rio Kazumiya; who happens to be a skilled trumpeter. Working alongside them are the aloof mechanic; Noël Kannagi; the feisty gunner; Kureha Suminoya; and the compassionate Captain Felicia Heideman; together; they experience the beauty of life in Seize and the lasting joy of a community that has persevered in spite of the crumbling world around them.

 ",7.6,0.0
1258,"Two extra episodes included in the Blu-ray and DVD volumes 4 and 7 of ""Sora no Woto"".

The first; episode 7.5; takes place during the series. Felicia proposes a mock battle between the maidens after Kanata sees Rio opening the door to the distillery. If Kanata can win; they'll tell her the truth about the secret room. However; things get out of hand when alcohol gets involved!

The second; episode 13; takes place after the series ends. One of the local children asks Kanata what her dream is. Unable to answer; Kanata talks to the other characters about their dreams and goals.",7.6,0.0
1259,"In the distant future; a majority of humans have left the Earth; and the Galactic Alliance of Humanity is founded to guide exploration and ensure the prosperity of mankind. However; a significant threat arises in the form of strange creatures called Hideauze; resulting in an interstellar war to prevent humanity's extinction. Armed with Chamber; an autonomous robot; 16-year-old lieutenant Ledo of the Galactic Alliance joins the battle against the monsters. In an unfortunate turn of events; Ledo loses control during the battle and is cast out to the far reaches of space; crash-landing on a waterlogged Earth.

On the blue planet; Gargantia—a large fleet of scavenger ships—comes across Chamber and retrieves it from the ocean; thinking they have salvaged something of value. Mistaking their actions for hostility; Ledo sneaks aboard and takes a young messenger girl named Amy hostage; only to realize that the residents of Gargantia are not as dangerous as he had believed. Faced with uncertainty; and unable to communicate with his comrades in space; Ledo attempts to get his bearings and acclimate to a new lifestyle. But his peaceful days are about to be short-lived; as there is more to this ocean-covered planet than meets the eye. 

 ",7.6,0.0
1260,The second arc of Tales of Symphonia that takes place in the flourishing world of Tethe'alla. This OVA takes place up to two-thirds of the game; prior to the Derris-Kharlan arc.,7.6,0.0
1261,The story follows a boy named Quon and others who suddenly wake up with supernatural powers.,7.6,0.0
1253,"Soon after Hikaru; Umi; and Fuu return to Tokyo; the three of them meet at Tokyo Tower to talk. Hikaru says that she wishes they could return to Cephiro and do something good for the land that Princess Emeraude protected so dearly. Umi and Fuu agree. Suddenly; a light appears in the sky and they are transported to Cephiro. Clef explains to them that with no Pillar to keep Cephiro peaceful; it has fallen into chaos. Monsters are multiplying and the land is becoming desolate. All the remaining inhabitants of Cephiro have moved into a magical castle. Clef also tells the girls some alarming news; three other countries; Chizeta; Fahren; and Autozam are trying to invade Cephiro and take over the Pillar system for their own purposes. The girls must stop the invaders as well as the mysterious and evil Lady Debonair; who believes she is the rightful Pillar; all the while desperately hoping and searching for a new Pillar to make Cephiro into the beautiful land it once was.

 ",7.6,0.0
1262,-,7.6,0.0
1228,"Masahiro Setagawa is a hopeless teenager who is often used by the neighborhood bullies as an errand boy. Defenseless; Masahiro knows that nobody will ever save him. However; his life drastically changes when he meets Kousuke Ooshiba; a man known as the ""Bear Killer;"" who takes down neighborhood gangs.

A year later; Masahiro and his former friend; Kensuke Ooshiba; attend high school; only to find that Kousuke is their math teacher. While the three grow closer; Masahiro starts to view Kousuke as his ""hero;"" and Kousuke develops an urging desire to protect Masahiro. However; their normal lives take a turn when Kensuke's childhood friend; Asaya Hasekura; returns; seeing Kensuke as more than just a friend; much to his surprise. Will the three boys be able to live a regular high school life? Or will forbidden love keep them apart forever?

 ",7.61,0.0
1227,"Hellsing; an organization specializing in dealing with supernatural threats; is called in to eliminate a vampire that is turning the villagers of Cheddar into ghouls. To put an end to this; the leader of the organization; Sir Integra Fairbrook Wingates Hellsing; dispatches her most formidable asset: a powerful vampire known as Alucard.

Armed with only a single handgun; Alucard wreaks havoc on the monsters plaguing Cheddar. However; a young police officer; Seras Victoria; gets caught up in the chaos and becomes mortally wounded as a result. Taking pity on the girl; Alucard gives her a choice: die as a human or live on as a vampire. Seras accepts his offer and begins a new life as a member of Hellsing.

Though it was her decision; Seras struggles with the fact that she is no longer human. Nevertheless; she must embrace being a creature of the night soon if she wants to survive on the front lines in the fight between humans and the supernatural.

 ",7.61,0.0
1225,"Two short OVA of Hakuouki distributed to those who purchased all six volumes of the DVD. A fandisc game ""Hakuoki Zuisouroku"" and an official parody ""Hakuoki SSL (a high school parody)"" were animated.",7.61,0.0
1224,"In the witches' tradition; when a practitioner turns 15; they must become independent and leave their home to study witchcraft. Makoto Kowata is one such apprentice witch who leaves her parents' home in Yokohama in pursuit of knowledge and training. Along with her companion Chito; a black cat familiar; they embark on a journey to Aomori; a region favored by witches due to its abundance of nature and affinity with magic. They begin their new life by living with Makoto's second cousins; Kei Kuramoto and his little sister Chinatsu.

While Makoto may seem to be attending high school like any other teenager; her whimsical and eccentric involvement with witchcraft sets her apart from others her age. From her encounter with an anthropomorphic dog fortune teller to the peculiar magic training she receives from her older sister Akane; Makoto's peaceful everyday life is filled with the idiosyncrasies of witchcraft that she shares with her friends and family.

 ",7.61,0.0
1223,"A brother and sister discover the digital world is more than 1s and 0s when a living creature arrives out of the family computer. The adventures of a group of children start with the appearance of a Digital Monster in the real world.

  ",7.61,0.0
1218,"Feelings may come and go; but true love always remains in the heart. Tsumiki Miniwa is in love with her best friend; Io Otonashi. For her; confessing is nearly impossible; but to her friends; they seem to be the perfect match. Cute and petite; Tsumiki comes off more as a friend; and Io's attitude toward her is friendlier than toward others. Despite the constant teasing and obvious hints that his friends have been dropping; Io always seems to miss the signs. 

Throughout her everyday school life; Tsumiki spends time with her friends and Io. Will she finally muster enough courage to confess her true feelings?

 ",7.61,0.0
1221,"The Isle of Koumi; a beautiful island in the Pacific Ocean. On the island; people pass an old legend down from generation to generation that there was the Seabed Palace; an ancient ruin at the bottom of the sea; where the treasure of 2 female pirates; Anne Bonnie & Mary Reed (who really existed 300 years ago); was left. When Conan and his friends visit Koumi Island while on vacation; they meet some treasure hunters. There was something suspicious about them.

 ",7.61,0.0
1220,"Ryo Saeba (aka the City Hunter); is a private detective in the city of Tokyo. Together with sidekick Kaori Makimura; Ryo is hired by actress Emi Makaze to find her long lost brother. The woman's brother turns out to be ""The Professor""; a dillusional ex-soldier who's planing to destroy the Shinjuku district of Tokyo. Kaori is assigned to guard Emi; but they both get caught up in the Professor's scheme. The City Hunter must save them; without allowing downtown Tokyo to be destroyed. 

 ",7.61,0.0
1219,"High school girl Maika Sakuranomiya has trouble finding a part-time job because of how scary she looks when smiling. However; she is scouted one day by an Italian man who is also the manager of Stile; a café where its waitresses are given unique traits such as tsundere and younger sister. Maika is given a sadist trait because of her looks and has to adopt a dominant and cruel persona when servicing customers; particularly masochist ones.

 ",7.61,0.0
1217,"When Keiichi found his grandpa's diary and saw a treasure map inside; Skuld and Urd started to feel a great urge to search it. With the company of his friends; Keiichi arrives to Honda Inn; the place indicated on the map. Once the party is inside; they meet Honda Chieko; who seems to share a certain promise with Keiichi. Apart from all that confusion; it's time for Keiichi to have enough courage to say the words ""I love you"" to Belldandy.",7.61,0.0
1222,"Once again; Kaitou Kid has a target in mind: the Crystal Mother; Europe's largest topaz owned by Queen Selizabeth of the Principality of Ingram. He intends to steal this jewel while the Queen is stuck on a train from Tokyo to Osaka. However; Kid's abilities are put to the test; as the Queen has already concealed the gem somewhere aboard the train. 

Conan Edogawa; who is among train's passengers; suspects an attack from the phantom thief and begins investigating on his own; while Inspector Ginzou Nakamori is ready for a new confrontation against the elusive jewelry robber. 

 ",7.61,0.0
1229,"In Jewel Land; Jewelpets; creatures who has the natural ability to use magic lived in harmony with the Witches; attending the School of Witchcraft and Wizardry to learn to use magic with their Jewel Eyes. However for Ruby; a white Japanese Hare whose magic sometimes fail; is appointed to go to the Human World to search for her partner. But when she used the card the magicians gave her; she was sent to the Human World by accident. In the Human World; A girl named Akari Sakura met her on the beach on her way to school. At first; Akari can't understand her due to her Jewel Land Language until Ruby took a special candy so she could speak and understand human language. As the day passes; Ruby knew about her problems and later apologized. A Jewel Charm appeared on Akari's hand and she realized it that she's chosen by Ruby to be her partner. After that; she decided to enter the Jewel Star Grand Prix; on the prize is that any wish that they wanted will be granted. Will she be the Next Jewel Star and her wish be granted in the end? Or It'll just end in one big disaster...

  ",7.61,0.0
1226,"The year is 1863 and as Japan's long festering wounds of political discord erupt into violent waves of street clashes and murder; the Tokugawa Shogunate sends a new force of masterless samurai called the Roshigumi to the aid of the Aizu forces in Kyoto. However the new ""police"" are anything but a cohesive force and assassination has already split them into two opposing factions. The stronger is led by the brutal Serizawa Kamo and the lesser by the more honorable but less assertive Isami Kondo. It is into this pack of wolves that Ryunosuke Ibuki is dragged by the rabid Serizawa. Forced to be a virtual slave by blood debt; he hates the samurai and everything they stand for. But as he sees how the other half of the samurai live; he begins to believe that there may still be a chance; for both himself and Japan; if only Kondo will step up and take down the mad dog Serizawa! 

  ",7.61,0.0
1231,"As a child; Riki Naoe shut himself from the world; thanks to a diagnosis of narcolepsy following the tragic deaths of his parents. However; Riki is saved when; one fateful day; a boy named Kyousuke recruits him into a team who call themselves the Little Busters. Accompanied by Masato; Kengo; and Rin; these misfits spend their childhood fighting evil and enjoying their youth.

Years pass; and even in high school; the well-knit teammates remain together. Kyousuke decides to re-ignite the Little Busters by forming a baseball team as it will be his last school year with them. They have a problem though: there aren't enough members! The tables have turned; for it is now Riki's turn to reach out and recruit new friends into the Little Busters; just like Kyousuke had once done for him.
Then; an omen surfaces—Rin finds a strange letter attached to her cat; assigning them the duty of uncovering the ""secret of this world"" by completing specific tasks. Just what is this secret; and why is it being hidden? It's up to the Little Busters to find out!

 ",7.61,0.0
1230,"Kouichi Uehara is a fourth grade student living in the suburb of Tokyo. One day; he picks up a large stone which turns out to be a fossil of a baby ""Kappa"" who has been sleeping underground for the past 300 years; and names it ""Coo."" They become good friends and Coo starts living with Kouichi's family. However; Coo has a hard time adjusting to life among humans and misses his kind.",7.61,0.0
1242,"In the year 1947; the people of Shinjuku are down on their luck. With little money to buy food or necessities; some resort to gambling in order to survive. Traveling Tetsuya chooses to spend his time at Mahjong parlors where he is wiping the floor clean with his adversaries. However; when Tetsuya meets the intensely skilled Boushu-san; he realizes that his skills are still lacking.

 ",7.61,0.0
1241,The final 4 episodes of Saki: Achiga-hen - Episode of Side-A.,7.61,0.0
1240,"Jesus Christ and Gautama Buddha; the founders of Christianity and Buddhism; are living together as roommates in a Tokyo apartment while taking a vacation on Earth. The comedy often involves jokes about Christianity; Buddhism; and all things related; as well as the main characters' attempts to hide their identities and understand modern society in Japan.

",7.61,0.0
1239,"Previously an assistant of Miare City's Professor Platane; Alain and his Lizardon set off on a journey to become even stronger; by mastering the powers of mega evolution. Investigating the mysteries of this phenomenon; at the behest of the enigmatic Fleur-de-lis; Alain and Lizardon travel across Kalos and Hoenn in search of capable trainers who can use mega evolution in order to improve; as well as help Fleur-de-lis with his research. Along the way; they meet a young girl named Manon who; with her Harimaron; decide to accompany Alain; to which he reluctantly agrees.

Pokemon XY: Mega Evolution follows Alain and Lizardon in their journey to become the strongest users of mega evolution; while also fighting against legendary monsters to protect the ambitions of Fleur-de-lis as well as the safety of those most important to him.

 ",7.61,0.0
1238,"Jane's mother dies when she is born; and her father; a rich English aristocrat; soon remarries to a woman with a son; William; who despises his new father and brother. George and Jane grow up with a dream to make a flying machine. George believes the distant Asian sands hold a secret: a mysterious cerulean sand which can make machines fly. He goes on an expedition to find it; and soon is reported executed for treason. William disappears too. After she recieves an unsigned letter holding a handful of pale-blue sand which floats in the air; Jane is sure her brother is alive and leaves to the East to find him and prove him innocent. There are many mysteries to unravel in store for Jane and her new friends on her journey. But perhaps a mystery should forever remain a mystery... 

 ",7.61,0.0
1243,These are 3 episodes of about 6 minutes of pure CCS fun! Refer to any point during the series.,7.61,0.0
1236,"The movie is a retelling of the Drum Island arc with new music and animation. Vivi has been removed from the plot while both Nico Robin and Franky; who joined the crew after the Drum Island arc; have been added. The movie also has the Straw Hat's new ship; the Thousand Sunny. It has been stated that Oda will be creating a new character for this movie; Wapol's older brother; Mushul; who also appears to be a Devil Fruit user. 

  ",7.61,0.0
1235,"After being captured for attempting to assassinate the leader of Kumogakure; the Raikage; and killing Jounin from Kirigakure and Iwagakure; Naruto is imprisoned in Houzukijou; a criminal containment facility also known as the Blood Prison. 

The master of the castle; Mui; uses the ultimate imprisonment jutsu to steal power from the prisoners. In this place; something is aiming for Naruto's life. The battle to prove his innocence and uncover the truth has begun for Naruto and his friends.

(Source: AnimeAvenue)",7.61,0.0
1234,The second part of Nanbaka. The prisoners and their guards continue their comfortable lives at Nanba Prison. However; from the shadows emerges a new threat: Enki Gokuu; a person from Samon's past; who has mysterious goals of his own.,7.61,0.0
1233,"Two video releases recapping events from the Gundam Wing TV series. Each Operation Meteor video contains an 'Odd' episode and an 'Even' episode. The 'Odd' episodes feature Heero; Trowa and Wufei; while the 'Even' episodes feature Duo and Quatre. The episodes also featured brief new footages of the characters after the final episode of the TV series. 

  ",7.61,0.0
1232,"In the Year FC 60; much of mankind inhabits space colonies which orbit the Earth. Dominance over the colonies is decided once every four years by a large tournament in which each nation sends a single representative to fight the others with a giant robot called a Gundam. Domon Kashuu is selected to represent Neo-Japan in one of these tournaments; but he fights less to ensure his nation's victory than to find his brother; who has been blamed for the deaths of Domon's parents and the disappearance of a very dangerous weapon; the Dark Gundam or Devil Gundam.

 ",7.61,0.0
